COLECTIVO;MES;AÑO;Festivos_intersemanales;SumaDePEQ1;SumaDePEQ_IT;EDAD_MEDIA
Técnicos/as especialistas;6;2016;0;116,6183333;5,366666667;40,94422723
Técnicos/as especialistas;7;2016;0;125,5025806;5,290322581;40,10701964
Técnicos/as especialistas;8;2016;1;126,2129032;3,741935484;40,12239241
Técnicos/as especialistas;9;2016;0;123,376;4,866666667;40,22217177
Técnicos/as especialistas;10;2016;1;120,1090323;5,064516129;40,8984776
Técnicos/as especialistas;11;2016;1;120,7;7,033333333;40,88826765
Técnicos/as especialistas;12;2016;2;119,7080645;6,483870968;41,09847105
Administrativos/as;1;2017;1;264,3425806;12,18677419;46,59143234
Administrativos/as;2;2017;1;260,4346429;10,64285714;46,88353345
Administrativos/as;3;2017;0;261,75;13,6983871;46,74247656
Administrativos/as;4;2017;2;264,5546667;14,5;46,45654265
Administrativos/as;5;2017;2;265,2925806;15,67741935;46,30950676
Administrativos/as;6;2017;0;271,543;18,52166667;46,05906849
Administrativos/as;7;2017;0;281,1916129;17,96774194;45,11410788
Administrativos/as;8;2017;1;288,8051613;14,95419355;44,51077063
Administrativos/as;9;2017;1;277,2663333;14,3;45,47673342
Administrativos/as;10;2017;1;270,5751613;14,58064516;45,87533539
Administrativos/as;11;2017;1;2,73E+02;13,39766667;46,15466793
Administrativos/as;12;2017;3;276,3319355;8,025483871;45,94992822
Auxiliar de enfermeria;1;2017;1;497,8735484;46,88354839;43,99812662
Auxiliar de enfermeria;2;2017;1;499,74;48,5725;43,92543662
Auxiliar de enfermeria;3;2017;0;5,02E+02;54,36032258;43,8316824
Auxiliar de enfermeria;4;2017;2;508,08;51,29133333;43,85301802
Auxiliar de enfermeria;5;2017;2;511,256129;51,62806452;43,82635869
Auxiliar de enfermeria;6;2017;0;510,94;47,185;43,90840527
Auxiliar de enfermeria;7;2017;0;541,3522581;43,16935484;43,00455286
Personal Mantenimiento;10;2018;1;55,71612903;4,064516129;46,80408433
Personal Mantenimiento;11;2018;1;56,50333333;4,7;45,94477501
Personal Mantenimiento;12;2018;3;58,3;6,387096774;45,4661814
Residentes/as;1;2018;1;245;2,387096774;28,5122335
Residentes/as;2;2018;1;244,1071429;1,357142857;28,58358589
Residentes/as;3;2018;1;244;1,677419355;28,66782183
Residentes/as;4;2018;1;244;2,066666667;28,7499596
Residentes/as;5;2018;2;238,483871;3;28,57649763
Residentes/as;6;2018;0;247;1,6;27,99450375
Residentes/as;7;2018;0;247;0,612903226;28,07937945
Residentes/as;8;2018;1;246,8709677;0,387096774;28,16510191
Residentes/as;9;2018;1;245,1333333;0,333333333;28,26621474
Residentes/as;10;2018;1;245;2,580645161;28,35889848
Residentes/as;11;2018;1;245;2,1;28,44103625
Residentes/as;12;2018;3;245;2,096774194;28,52591195
Técnicos/as especialistas;1;2018;1;135,4651613;7,011612903;40,52878153
Técnicos/as especialistas;2;2018;1;137,2167857;8,607142857;40,42224972
Técnicos/as especialistas;3;2018;1;138,533871;8,032258065;40,34366346
Técnicos/as especialistas;4;2018;1;139,2933333;10,4;40,18099854
Técnicos/as especialistas;5;2018;2;143,2045161;6,677419355;40,04172328
Técnicos/as especialistas;6;2018;0;143,1066667;5,433333333;40,11883031
Técnicos/as especialistas;7;2018;0;154,6022581;6,677419355;39,00560318
Técnicos/as especialistas;8;2018;1;155,9796774;5,516129032;38,8908873
Técnicos/as especialistas;9;2018;1;150,974;7,666666667;39,50835488
Técnicos/as especialistas;10;2018;1;148,7041935;7,862903226;39,34140713
Técnicos/as especialistas;11;2018;1;147,9466667;6,733333333;39,46339589
Técnicos/as especialistas;12;2018;3;150,2735484;4,963548387;39,47430607
Administrativos/as;1;2019;1;280,6574194;17,91290323;45,61228488
Administrativos/as;2;2019;1;278,9064286;27,70678571;45,8719658
Administrativos/as;3;2019;0;280,9709677;30,65935484;45,89493844
Administrativos/as;4;2019;2;279,495;29,994;46,09116392
Administrativos/as;5;2019;2;275,7080645;24,55645161;46,21562124
Administrativos/as;6;2019;1;280,5;19,37233333;45,99989538
Administrativos/as;7;2019;0;290,9625806;15,93548387;45,01472145
Administrativos/as;8;2019;1;303,5870968;17,44935484;44,13120091
Administrativos/as;9;2019;1;287,2846667;19,336;45,15257447
Administrativos/as;10;2019;0;280,9370968;22,97290323;45,62814267
Administrativos/as;11;2019;1;278,4673333;19,59533333;45,74831834
Administrativos/as;12;2019;3;287,3929032;16,58870968;45,28553945
Auxiliar de enfermeria;1;2019;1;555,2606452;59,34806452;42,79717727
Auxiliar de enfermeria;2;2019;1;558,6642857;67,46928571;42,55742162
Auxiliar de enfermeria;3;2019;0;565,0290323;67,01419355;42,34019791
Auxiliar de enfermeria;4;2019;2;557,9;61,62866667;42,57432676
Auxiliar de enfermeria;5;2019;2;5,59E+02;58,70225806;42,66131174
Auxiliar de enfermeria;4;2021;2;724,585;80,792;40,04475008
Auxiliar de enfermeria;5;2021;2;724,9232258;73,26096774;40,07520136
Auxiliar de enfermeria;6;2021;0;726,5083333;72,378;40,05367471
Auxiliar de enfermeria;7;2021;0;733,023871;65,2616129;39,97892569
Auxiliar de enfermeria;8;2021;0;759,153871;58,1483871;39,65264093
Auxiliar de enfermeria;9;2021;0;733,1933333;53,13433333;40,11385695
Auxiliar de enfermeria;10;2021;1;725,1645161;51,63290323;40,28259693
Auxiliar de enfermeria;11;2021;1;719,5226667;55,51266667;40,28007055
Auxiliar de enfermeria;12;2021;2;725,3316129;62,68096774;40,1655488
Celadores/as;1;2021;2;244,6606452;25,79774194;39,57328799
Celadores/as;2;2021;0;244,6421429;22,07035714;39,68097554
Celadores/as;3;2021;0;240,9983871;19,47741935;39,93782341
Celadores/as;4;2021;2;242,2256667;17,97533333;40,07645697
Celadores/as;5;2021;2;242,5483871;15,29516129;40,20421483
Celadores/as;6;2021;0;241,6883333;12,66133333;39,99833321
Celadores/as;7;2021;0;249,06;14,99903226;39,54502722
Celadores/as;8;2021;0;251,4274194;12,3816129;39,48767233
Celadores/as;9;2021;0;247,3776667;9,098;39,84553605
Celadores/as;10;2021;1;247,2132258;11,90354839;39,94220707
Celadores/as;11;2021;1;251,5923333;15,96733333;39,83235305
Celadores/as;12;2021;2;256,6696774;17,35322581;39,63998227
Enfermeras/os;1;2021;2;1309,751613;102,7612903;38,67800247
Enfermeras/os;2;2021;0;1321,836429;85,78464286;38,53958668
Enfermeras/os;3;2021;0;1330,936774;77,84612903;38,57299934
Enfermeras/os;4;2021;2;1335,958333;77,97833333;38,60136901
Enfermeras/os;5;2021;2;1334,156452;68,47806452;38,64989016
Enfermeras/os;6;2021;0;1350,246667;67,99433333;38,53816062
Enfermeras/os;7;2021;0;1438,850968;73,05419355;37,66382406
Enfermeras/os;8;2021;0;1442,039355;62,30129032;37,68182295
Enfermeras/os;9;2021;0;1433,515;59,23966667;37,80293667
Enfermeras/os;10;2021;1;1417,836129;65,07354839;37,80751045
Enfermeras/os;11;2021;1;1412,164;65,60033333;37,86803072
Enfermeras/os;12;2021;2;1411,344516;92,52645161;37,89380944
Facultativos/as;1;2021;2;681,1535484;21,31774194;44,04804402
Facultativos/as;2;2021;0;680,1817857;19;44,10041942
Facultativos/as;3;2021;0;687,0580645;15,41935484;44,0963932
Facultativos/as;4;2021;2;688,5846667;14,9;44,1788908
Facultativos/as;5;2021;2;691,6429032;15,93548387;44,17989484
Facultativos/as;6;2021;0;718,8786667;18,76666667;43,7391109
Facultativos/as;7;2021;0;725,3580645;25,41935484;43,60292489
Facultativos/as;8;2021;0;732,3067742;18,61290323;43,56570725
Facultativos/as;9;2021;0;728,4216667;14,81866667;43,67189091
Facultativos/as;10;2021;1;727,1906452;7,483870968;43,78704668
Facultativos/as;11;2021;1;729,5093333;11,13766667;43,86201393
Facultativos/as;12;2021;2;730,6435484;19,67774194;43,94209807
Otros;1;2021;2;46,47935484;1,612903226;50,37498902
Otros;2;2021;0;47,025;2,535714286;50,39540189
Otros;3;2021;0;49,73193548;2,935483871;50,03862544
Otros;4;2021;2;54,16;3,1;49,70576145
Otros;5;2021;2;53,25354839;1,939354839;49,09314699
Otros;6;2021;0;53,06;0,966666667;49,11795601
Otros;7;2021;0;53,35032258;1,451612903;49,33706338
Otros;8;2021;0;53,35032258;1,322580645;49,42193907
Otros;9;2021;0;53,06;0,2;49,55008594
Otros;10;2021;1;52,06;0,64516129;50,04647479
Otros;11;2021;1;52,99333333;3,3;49,74405044
Otros;12;2021;2;53,41483871;2,870967742;49,64068771
Personal Hoteleria;1;2021;2;7;1;55,88966942
Personal Hoteleria;2;2021;0;7;1;55,96633134
Personal Hoteleria;3;2021;0;7,096774194;1;52,72251869
Personal Hoteleria;4;2021;2;7;1;49,80326048
Personal Hoteleria;5;2021;2;9;1;52,12767252
Personal Hoteleria;6;2021;0;9;1,15;52,20981029
Personal Hoteleria;7;2021;0;9,14516129;1,75;52,29094368
Personal Hoteleria;8;2021;0;8,975806452;1;51,90477962
Personal Hoteleria;9;2021;0;9;1;51,90430341
Personal Hoteleria;10;2021;1;9;;51,98917911
Personal Hoteleria;11;2021;1;9;;52,07131688
Personal Hoteleria;12;2021;2;9;;52,15619258
Personal Mantenimiento;1;2021;2;57,89;5,612903226;45,679661
Personal Mantenimiento;2;2021;0;59,14714286;7,214285714;45,4546086
Personal Mantenimiento;3;2021;0;58,91225806;5,548387097;45,19237988
Personal Mantenimiento;4;2021;2;60,79666667;6,033333333;44,95084731
Personal Mantenimiento;5;2021;2;61,81806452;4,010645161;45,34250063
Personal Mantenimiento;6;2021;0;64,29;5,333333333;45,19371253
Personal Mantenimiento;7;2021;0;63,39870968;3,967741935;45,23426176
Personal Mantenimiento;8;2021;0;63,1;2,322580645;45,0876479
Personal Mantenimiento;9;2021;0;62,1;1,5;45,30927495
Personal Mantenimiento;10;2021;1;61,09483871;0,612903226;45,35526729
Personal Mantenimiento;11;2021;1;61,04;1,191666667;45,20480878
Personal Mantenimiento;12;2021;2;62,21612903;2,298387097;45,12763549
Residentes/as;1;2021;2;417,0322581;14,25806452;27,00028391
Residentes/as;2;2021;0;415,1071429;4,785714286;27,12762931
Residentes/as;3;2021;0;390,153871;3,838709677;27,40562416
Residentes/as;4;2021;2;375,24;3,641333333;27,60252776
Residentes/as;5;2021;2;357,9845161;3,419354839;27,640975
Residentes/as;6;2021;0;287,225;4,1;27,27912374
Residentes/as;7;2021;0;240,5035484;4,35483871;28,34820955
Residentes/as;8;2021;0;281,4193548;1,548387097;28,35923529
Residentes/as;9;2021;0;282;3,7;28,46470911
Residentes/as;10;2021;1;280,483871;2,548387097;28,5355709
Residentes/as;11;2021;1;276;2,6;28,63853468
Residentes/as;12;2021;2;276,806129;11,94741935;28,67696401
Técnicos/as especialistas;1;2021;2;223,3464516;19,54580645;35,96852989
Técnicos/as especialistas;2;2021;0;234,2653571;20,41964286;35,53632515
Técnicos/as especialistas;3;2021;0;240,93;14,76580645;35,33127239
Técnicos/as especialistas;4;2021;2;236,81;12,11333333;35,53639114
Auxiliar de enfermeria;6;2019;1;565,5733333;62,844;42,6804213
Auxiliar de enfermeria;7;2019;0;606,2329032;57,24322581;41,60800453
Auxiliar de enfermeria;8;2019;1;611,7412903;45,38645161;41,36296117
Auxiliar de enfermeria;9;2019;1;606,664;52,10033333;41,50136272
Auxiliar de enfermeria;10;2019;0;561,8380645;57,35709677;42,68778175
Auxiliar de enfermeria;11;2019;1;564,1553333;58,52366667;42,74458002
Auxiliar de enfermeria;12;2019;3;566,13;56,49032258;42,74067606
Celadores/as;1;2019;1;187,3432258;13,75677419;43,37212996
Celadores/as;2;2019;1;181,8871429;15,73321429;43,7008777
Celadores/as;3;2019;0;186,5522581;21,30258065;43,26634272
Celadores/as;4;2019;2;188,4083333;23,00766667;43,14626382
Celadores/as;5;2019;2;188,2212903;21,75451613;43,00393282
Celadores/as;6;2019;1;190,7043333;20,30533333;42,77213796
Celadores/as;7;2019;0;200,7180645;18,91516129;41,99478717
Celadores/as;8;2019;1;204,1990323;14,59129032;41,81600416
Celadores/as;9;2019;1;204,1116667;14,23633333;42,01453556
Celadores/as;10;2019;0;190,7974194;12,48709677;43,26022062
Celadores/as;11;2019;1;189,8026667;11,05466667;43,334328
Celadores/as;12;2019;3;195,6012903;13,15322581;42,73185494
Enfermeras/os;1;2019;1;1106,274516;61,50258065;40,53311777
Enfermeras/os;2;2019;1;1116,889286;65,79428571;40,49665971
Enfermeras/os;3;2019;0;1129,366452;72,99774194;40,438418
Enfermeras/os;4;2019;2;1128,989667;69,625;40,39176969
Enfermeras/os;5;2019;2;1130,819677;69,81;40,38403296
Enfermeras/os;6;2019;1;1141,385333;57,60166667;40,33063905
Enfermeras/os;7;2019;0;1210,831613;51,97548387;39,43979813
Enfermeras/os;8;2019;1;1213,650968;46,50451613;39,37338336
Enfermeras/os;9;2019;1;1212,221;55,21066667;39,4489223
Enfermeras/os;10;2019;0;1154,029032;61,57548387;40,17156817
Enfermeras/os;11;2019;1;1153,076667;63,826;40,22065822
Enfermeras/os;12;2019;3;1161,255161;65,86935484;40,16792612
Facultativos/as;1;2019;1;627,9248387;5,677419355;44,60481306
Facultativos/as;2;2019;1;629,8625;7,627142857;44,6321909
Facultativos/as;3;2019;0;637,3632258;9,387096774;44,61950093
Facultativos/as;4;2019;2;654,2413333;13,83333333;44,37606183
Facultativos/as;5;2019;2;650,9967742;11,22580645;44,43285967
Facultativos/as;6;2019;1;669,695;8,8;44,12817273
Facultativos/as;7;2019;0;663,9483871;7,952580645;44,27023703
Facultativos/as;8;2019;1;663,0106452;8,967741935;44,24899431
Facultativos/as;9;2019;1;663,4653333;6,4;44,31090665
Facultativos/as;10;2019;0;663,4390323;8,967741935;44,33684401
Facultativos/as;11;2019;1;663,104;10,32;44,42180732
Facultativos/as;12;2019;3;665,8932258;9,373870968;44,47703941
Otros;1;2019;1;39,27;2,258064516;50,2322726
Otros;2;2019;1;39,27;3,035714286;50,66102326
Otros;3;2019;0;40,27;2,838709677;50,84513384
Otros;4;2019;2;41,19;2,2;50,95823479
Otros;5;2019;2;41,39;3;51,18723578
Otros;6;2019;1;42,39;2,533333333;50,86913996
Otros;7;2019;0;42,1383871;1,677419355;50,84236677
Otros;8;2019;1;41,79;1,096774194;50,57273423
Otros;9;2019;1;40,95666667;2;50,94566578
Otros;10;2019;0;41,86;2,903225806;50,87853209
Otros;11;2019;1;41,1;3,3;50,9728916
Otros;12;2019;3;43,06;3,161290323;50,96250171
Personal Hoteleria;1;2019;1;6;;54,71060125
Personal Hoteleria;2;2019;1;6;;54,78726317
Personal Hoteleria;3;2019;0;6;;54,87213887
Personal Hoteleria;4;2019;2;6;3,33E-02;54,95427664
Personal Hoteleria;5;2019;2;6;0,516129032;55,03915234
Personal Hoteleria;6;2019;1;6;;55,12129011
Personal Hoteleria;7;2019;0;6;;55,20616581
Personal Hoteleria;8;2019;1;6;;55,29104151
Personal Hoteleria;9;2019;1;6;;55,37317928
Personal Hoteleria;10;2019;0;6;;55,45805498
Personal Hoteleria;11;2019;1;6;;55,54019275
Personal Hoteleria;12;2019;3;6;;55,62506845
Personal Mantenimiento;1;2019;1;58,85903226;8,161290323;45,54809419
Personal Mantenimiento;2;2019;1;59,23;8,321428571;45,5222387
Personal Mantenimiento;3;2019;0;59,17;7,451612903;45,60473936
Personal Mantenimiento;4;2019;2;58,47;6,933333333;45,47638569
Personal Mantenimiento;5;2019;2;57,93645161;6,290322581;45,16156987
Personal Mantenimiento;6;2019;1;58,01;7,266666667;45,6474839
Personal Mantenimiento;7;2019;0;61,49;8,588709677;45,80039949
Personal Mantenimiento;8;2019;1;60,84483871;6,790322581;45,68215021
Personal Mantenimiento;9;2019;1;59,49;5,258333333;45,32383591
Personal Mantenimiento;10;2019;0;56,9583871;5,129032258;44,94895447
Personal Mantenimiento;11;2019;1;55,05;3,533333333;45,22864639
Personal Mantenimiento;12;2019;3;56,45129032;3,451612903;45,3976007
Residentes/as;1;2019;1;244;1,419354839;28,58427021
Residentes/as;2;2019;1;244;2,285714286;28,66093213
Residentes/as;3;2019;0;244;3,806451613;28,74580783
Residentes/as;4;2019;2;244;1,733333333;28,8279456
Residentes/as;5;2019;2;233,4193548;2,193548387;28,74590166
Residentes/as;6;2019;1;251,7;2,066666667;28,18964651
Residentes/as;7;2019;0;250,2903226;2,903225806;28,24368263
Residentes/as;8;2019;1;250;1,64516129;28,32313
Residentes/as;9;2019;1;250;2,466666667;28,40526777
Residentes/as;10;2019;0;250;2,225806452;28,49014347
Residentes/as;11;2019;1;250;2,6;28,57228124
Residentes/as;12;2019;3;248,9354839;2,451612903;28,64606382
Técnicos/as especialistas;1;2019;1;146,2735484;5,376451613;39,87920596
Técnicos/as especialistas;2;2019;1;148,1514286;10,32571429;39,85409974
Técnicos/as especialistas;3;2019;0;149,846129;15,64516129;39,69741671
Técnicos/as especialistas;4;2019;2;149,0666667;12,43333333;39,79017068
Técnicos/as especialistas;5;2019;2;150,1706452;13,27419355;39,75706131
Técnicos/as especialistas;6;2019;1;153,2366667;13,29766667;39,55848375
Técnicos/as especialistas;7;2019;0;162,7129032;11,18516129;38,62245804
Técnicos/as especialistas;10;2017;1;125,8148387;7,043870968;40,93423612
Técnicos/as especialistas;11;2017;1;130,2753333;8,36;40,59858157
Técnicos/as especialistas;12;2017;3;135,5909677;6,527741935;40,41197012
Administrativos/as;1;2018;1;268,84;12,2816129;46,16784793
Administrativos/as;2;2018;1;265,6271429;13,75;46,3355707
Administrativos/as;3;2018;1;269,4367742;16,52419355;46,04944837
Administrativos/as;4;2018;1;266,985;14,05733333;46,30308495
Administrativos/as;5;2018;2;268,5903226;15,29032258;46,28358204
Administrativos/as;6;2018;0;271,841;17,76433333;46,12288562
Administrativos/as;7;2018;0;287,7348387;20,22580645;44,95299815
Administrativos/as;8;2018;1;300,4103226;16,34806452;44,26694458
Administrativos/as;9;2018;1;279,896;14,462;45,62888862
Administrativos/as;10;2018;1;270,91;13,7683871;46,04751414
Administrativos/as;11;2018;1;273,012;16,75766667;45,83723956
Administrativos/as;12;2018;3;280,4174194;14,59258065;45,54357367
Auxiliar de enfermeria;1;2018;1;530,7629032;48,78967742;43,18997547
Auxiliar de enfermeria;2;2018;1;534,2689286;51,01607143;43,12085889
Auxiliar de enfermeria;3;2018;1;534,3893548;51,43387097;43,13267669
Auxiliar de enfermeria;4;2018;1;545,63;50,87866667;42,95298136
Auxiliar de enfermeria;5;2018;2;546,63;48,56741935;43,03025306
Auxiliar de enfermeria;6;2018;0;544,8;56,527;43,05274102
Auxiliar de enfermeria;7;2018;0;584,7064516;51,19774194;41,94632696
Auxiliar de enfermeria;8;2018;1;584,9322581;46,73387097;41,99412844
Auxiliar de enfermeria;9;2018;1;577,7333333;47,24033333;42,21694075
Auxiliar de enfermeria;10;2018;1;543,6529032;57,47516129;43,10653472
Auxiliar de enfermeria;11;2018;1;550,4266667;57,587;42,97322746
Auxiliar de enfermeria;12;2018;3;550,4180645;60,08451613;42,97577329
Celadores/as;1;2018;1;176,6109677;14,21516129;45,06585205
Celadores/as;2;2018;1;174,9707143;16,34107143;45,40977629
Celadores/as;3;2018;1;179,5122581;17,5416129;44,94947029
Celadores/as;4;2018;1;179,8853333;14,69766667;44,95208567
Celadores/as;5;2018;2;180,0596774;14,73129032;44,87499699
Celadores/as;6;2018;0;180,8703333;14,191;44,5682284
Celadores/as;7;2018;0;194,3229032;11,84709677;43,17698876
Celadores/as;8;2018;1;201,6709677;17,87032258;42,43607865
Celadores/as;9;2018;1;198,693;17,06033333;42,84785907
Celadores/as;10;2018;1;190,0332258;17,28806452;43,4902096
Celadores/as;11;2018;1;184,856;14,73066667;43,59466732
Celadores/as;12;2018;3;186,3267742;13,29451613;43,44526427
Enfermeras/os;1;2018;1;1060,735806;54,30645161;40,99690877
Enfermeras/os;2;2018;1;1074,62;59,71464286;40,90467386
Enfermeras/os;3;2018;1;1079,198387;64,13483871;40,94017876
Enfermeras/os;4;2018;1;1095,434667;60,07266667;40,77981634
Enfermeras/os;5;2018;2;1098,730645;57,65;40,74319324
Enfermeras/os;6;2018;0;1108,913;57,914;40,69646945
Enfermeras/os;7;2018;0;1161,574516;50,50451613;40,00744758
Técnicos/as especialistas;8;2019;1;166,3351613;9,957096774;38,45610796
Técnicos/as especialistas;9;2019;1;160,65;10,56666667;39,18494038
Técnicos/as especialistas;10;2019;0;155,8406452;13,61290323;39,73086056
Técnicos/as especialistas;11;2019;1;156,5866667;13,15;39,75417674
Técnicos/as especialistas;12;2019;3;158,1016129;11,03806452;39,40452401
Administrativos/as;1;2020;2;282,9548387;17,55;45,57935829
Administrativos/as;2;2020;1;283,2841379;20,28172414;45,58282134
Administrativos/as;3;2020;0;289,3780645;33,28193548;45,36559589
Administrativos/as;4;2020;2;291,1883333;38,60633333;45,3168017
Administrativos/as;5;2020;2;294,156129;31,52935484;45,20362671
Administrativos/as;6;2020;0;307,4523333;25,37;44,4067634
Administrativos/as;7;2020;0;321,633871;22,09774194;43,15821587
Administrativos/as;8;2020;0;338,2996774;23,35516129;41,98102373
Administrativos/as;9;2020;1;321,6503333;24,22966667;43,13488333
Administrativos/as;10;2020;1;311,8793548;30,22612903;43,9998874
Administrativos/as;11;2020;0;318,759;37,23166667;43,68556681
Administrativos/as;12;2020;2;332,1854839;37,81677419;43,11564154
Auxiliar de enfermeria;1;2020;2;568,6922581;63,3783871;42,7371864
Auxiliar de enfermeria;2;2020;1;569,2941379;65,47896552;42,77352075
Auxiliar de enfermeria;3;2020;0;592,7809677;96,85322581;42,20589093
Auxiliar de enfermeria;4;2020;2;666,748;119,8313333;40,52347079
Auxiliar de enfermeria;5;2020;2;670,98;84,1116129;40,53369154
Auxiliar de enfermeria;6;2020;0;678,7266667;75,42466667;40,49676206
Auxiliar de enfermeria;7;2020;0;669,9232258;70,80193548;40,74193058
Auxiliar de enfermeria;8;2020;0;675,0832258;66,86129032;40,59937035
Auxiliar de enfermeria;9;2020;1;671,1266667;75,14733333;40,65607729
Auxiliar de enfermeria;10;2020;1;679,373871;85,12741935;40,65079186
Auxiliar de enfermeria;11;2020;0;697,927;86,76366667;40,32288539
Auxiliar de enfermeria;12;2020;2;704,2687097;82,90193548;40,34258356
Celadores/as;1;2020;2;191,3164516;13,47419355;42,93293753
Celadores/as;2;2020;1;188,4558621;18,5637931;43,35520902
Celadores/as;3;2020;0;195,4722581;29,43225806;42,87742519
Celadores/as;4;2020;2;214,1973333;35,28966667;41,49788319
Celadores/as;5;2020;2;214,0283871;20,63677419;41,46508122
Celadores/as;6;2020;0;208,1636667;15,03433333;41,52444044
Celadores/as;7;2020;0;213,1516129;14,46870968;41,1012152
Celadores/as;8;2020;0;220,0151613;21,2283871;40,66684984
Celadores/as;9;2020;1;225,9926667;22,26933333;40,5919953
Celadores/as;10;2020;1;227,5225806;25,96741935;40,34696277
Celadores/as;11;2020;0;238,7343333;27,936;39,71364926
Celadores/as;12;2020;2;247,3041935;26,52258065;39,3207248
Enfermeras/os;1;2020;2;1162,069677;70,85096774;40,12013564
Enfermeras/os;2;2020;1;1166,968966;75,08137931;40,08661684
Enfermeras/os;3;2020;0;1192,247419;138,6809677;39,90297567
Enfermeras/os;4;2020;2;1246,347333;150,185;39,49569756
Enfermeras/os;5;2020;2;1250,221935;106,7112903;39,53168578
Enfermeras/os;6;2020;0;1261,146;82,017;39,34992102
Enfermeras/os;7;2020;0;1330,330968;72,00451613;38,62808554
Enfermeras/os;8;2020;0;1329,06871;72,69;38,62575625
Enfermeras/os;9;2020;1;1323,968333;90,26666667;38,70707785
Enfermeras/os;10;2020;1;1328,724516;108,2983871;38,72436734
Enfermeras/os;11;2020;0;1338,201333;104,174;38,65193524
Enfermeras/os;12;2020;2;1334,452258;96,58516129;38,61558649
Facultativos/as;1;2020;2;644,1454839;8,838709677;44,69304945
Facultativos/as;2;2020;1;659,0724138;9,020689655;44,41839627
Facultativos/as;3;2020;0;660,2387097;58,09741935;44,43695712
Facultativos/as;4;2020;2;669,2616667;42,806;44,57062925
Facultativos/as;5;2020;2;685,6290323;23,19580645;44,30654027
Facultativos/as;6;2020;0;700,6813333;21,36;43,94988093
Facultativos/as;7;2020;0;699,9848387;18,80741935;43,77324401
Facultativos/as;8;2020;0;695,3132258;19,90774194;43,9012221
Facultativos/as;9;2020;1;695,644;20,73866667;43,94825824
Facultativos/as;10;2020;1;696,6929032;23,23967742;43,96818977
Facultativos/as;11;2020;0;695,7963333;24,149;43,99330747
Facultativos/as;12;2020;2;700,3396774;16,17741935;44,03477188
Otros;1;2020;2;43,06;1,612903226;51,04737741
Otros;2;2020;1;42,12896552;2,172413793;51,20274664
Otros;3;2020;0;42,06;2,903225806;51,29338349
Otros;4;2020;2;43,06;2,3;51,12720072
Otros;5;2020;2;42,06;1;51,05817055
Otros;6;2020;0;42,12666667;1,266666667;51,13537543
Otros;7;2020;0;43,22129032;1,096774194;51,05537299
Otros;8;2020;0;44,06;1;50,64515436
Otros;9;2020;1;44,06;1,266666667;50,72729213
Otros;10;2020;1;44,39;2,709677419;50,63672348
Otros;11;2020;0;45,01333333;2,166666667;50,39448494
Otros;12;2020;2;45,06;2,225806452;50,45543687
Personal Hoteleria;1;2020;2;6;0,032258065;55,70994415
Personal Hoteleria;2;2020;1;6;0,310344828;55,78934399
Personal Hoteleria;3;2020;0;6,258064516;1;55,89629245
Personal Hoteleria;4;2020;2;8,9;1;51,88440047
Personal Hoteleria;5;2020;2;9;1;54,96568466
Personal Hoteleria;6;2020;0;9;1,5;51,97343604
Personal Hoteleria;7;2020;0;6,838709677;;56,27389228
Personal Hoteleria;8;2020;0;7;;56,36958869
Personal Hoteleria;9;2020;1;7;;56,45172646
Personal Hoteleria;10;2020;1;7;0,225806452;56,53660216
Personal Hoteleria;11;2020;0;7,633333333;0,733333333;56,68611032
Personal Hoteleria;12;2020;2;8;1;55,97449622
Personal Mantenimiento;1;2020;2;55,56612903;3,534193548;45,43212087
Personal Mantenimiento;2;2020;1;55,05;4,413793103;45,56131059
Personal Mantenimiento;3;2020;0;55,50806452;4,774193548;45,47170918
Personal Mantenimiento;4;2020;2;56,61;4,8;45,29750153
Personal Mantenimiento;5;2020;2;55,19612903;4,35483871;45,62177234
Personal Mantenimiento;6;2020;0;55,98;4,533333333;45,59466948
Personal Mantenimiento;7;2020;0;56,50451613;3,838709677;45,3064819
Personal Mantenimiento;8;2020;0;55,76258065;3,096774194;45,19315006
Personal Mantenimiento;9;2020;1;54,63666667;3,066666667;45,97232598
Personal Mantenimiento;10;2020;1;54,86354839;4,774193548;46,10091644
Personal Mantenimiento;11;2020;0;57,50233333;7,933333333;45,7519605
Personal Mantenimiento;12;2020;2;57,62419355;9,064516129;45,57749867
Residentes/as;1;2020;2;247;2,387096774;28,72914355
Residentes/as;2;2020;1;247;1,965517241;28,80854339
Residentes/as;3;2020;0;253,9354839;16,58064516;28,79129503
Residentes/as;4;2020;2;327,3666667;12,1;28,00777187
Residentes/as;5;2020;2;331,0967742;1,967741935;27,84387873
Residentes/as;6;2020;0;255,0666667;2,033333333;27,9837426
Residentes/as;7;2020;0;192,5806452;2,35483871;28,98155491
Residentes/as;8;2020;0;191,0322581;2,387096774;29,01560085
Residentes/as;9;2020;1;206,2;2,9;28,94046735
Residentes/as;10;2020;1;263;4,548387097;28,45154579
Residentes/as;11;2020;0;390,4666667;8,066666667;26,99891579
Residentes/as;12;2020;2;415,483871;15,64516129;26,90089614
Técnicos/as especialistas;1;2020;2;158,9390323;13,02129032;39,65906205
Técnicos/as especialistas;2;2020;1;157,7024138;11,27586207;39,81839186
Técnicos/as especialistas;3;2020;0;165,2567742;21,86580645;39,24564832
Técnicos/as especialistas;4;2020;2;171,6233333;21,76033333;38,76922603
Técnicos/as especialistas;5;2020;2;180,3967742;17,06451613;38,30476573
